Year,App.,Taxon,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Purpose,Source,is_live,import_qty_log,export_qty_log
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,Uganda,Senegal,0.0,2.0,LEATHER PRODUCTS (SMALL),1,3,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,Uganda,Unknown,0.0,1.0,LEATHER PRODUCTS (SMALL),1,3,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,Germany,Unknown,0.0,1.0,BODIES,2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,France,Madagascar,0.0,1.0,SKULLS,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,China,Spain,Mozambique,16.0,0.0,SKINS,3,1,0,2.833213344056216,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Czech Republic,South Africa,Senegal,11.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,2.4849066497880004,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Germany,Switzerland,France,29.0,0.0,SPECIMENS,1,1,0,3.4011973816621555,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,France,Japan,Unknown,20.84,0.0,CARVINGS,2,1,0,3.083743150876704,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,France,Japan,Unknown,0.0,5.5,LEATHER PRODUCTS (LARGE),2,1,0,0.0,1.8718021769015916
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,France,Japan,Unknown,1.0,16.32,LEATHER PRODUCTS (SMALL),2,1,0,0.6931471805599453,2.851861903134289
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Japan,France,Unknown,0.0,13.17,CARVINGS,2,1,0,0.0,2.6511270537025893
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Japan,France,Unknown,1.0,0.0,LEATHER PRODUCTS (LARGE),2,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Japan,France,Unknown,2.0,0.0,LEATHER PRODUCTS (SMALL),2,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,South Korea,United States,Unknown,0.0,3.0,BODIES,2,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Malaysia,Singapore,Philippines,1.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Norway,Switzerland,Zimbabwe,1.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Portugal,Senegal,Unknown,85.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,4.454347296253507,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Turkey,South Africa,0.0,1.0,GARMENTS,3,3,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Singapore,France,Unknown,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Senegal,United States,Unknown,0.0,1.0,LEATHER PRODUCTS (SMALL),1,3,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Switzerland,Zimbabwe,5.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.791759469228055,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Switzerland,Zimbabwe,17.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,2.8903717578961645,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Switzerland,Zimbabwe,26.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,3.295836866004329,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Spain,South Africa,18.0,0.0,SKINS,3,1,0,2.9444389791664403,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Spain,Zimbabwe,60.0,0.0,SKINS,3,1,0,4.110873864173311,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Spain,Zimbabwe,1.0,0.0,SKINS,3,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Italy,South Africa,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Turkey,Netherlands,Zimbabwe,1.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Taiwan,France,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Uganda,United Arab Emirates,Senegal,2.0,0.0,LEATHER PRODUCTS (SMALL),1,3,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Uganda,United Arab Emirates,Unknown,2.0,0.0,LEATHER PRODUCTS (SMALL),1,3,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Canada,Unknown,21.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,3.091042453358316,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Switzerland,Unknown,3.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,1.3862943611198906,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Spain,Israel,24.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,3.218875824868201,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,France,Zimbabwe,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,United Kingdom,Unknown,1.0,0.0,LEATHER PRODUCTS (LARGE),2,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,United Kingdom,Unknown,1.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,South Korea,Unknown,2.0,0.0,LEATHER PRODUCTS (SMALL),2,3,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Lithuania,Unknown,1.0,0.0,LEATHER PRODUCTS (SMALL),2,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Mexico,Unknown,2.0,0.0,GARMENTS,2,3,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Mexico,Unknown,2.0,0.0,LEATHER PRODUCTS (SMALL),2,3,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Sudan,Unknown,2.0,0.0,LEATHER PRODUCTS (SMALL),2,3,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Singapore,Unknown,1.0,0.0,LEATHER PRODUCTS (SMALL),2,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Thailand,Unknown,1.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Turkey,Zimbabwe,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,United States,Zambia,Unknown,1.0,0.0,LEATHER PRODUCTS (SMALL),2,3,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,France,Malaysia,0.0,1.0,GARMENTS,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,France,Philippines,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,France,Thailand,0.0,3.0,GARMENTS,3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,France,Thailand,0.0,2.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,France,Thailand,0.0,35.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.58351893845611
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,Italy,Philippines,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,Italy,Thailand,0.0,16.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.833213344056216
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Arab Emirates,Italy,United States,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Australia,France,Thailand,0.0,11.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.4849066497880004
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Australia,Italy,Thailand,0.0,1.0,SKINS,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Australia,Singapore,Unknown,0.0,14750.0,TEETH,3,1,0,0.0,9.599066156080047
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Azerbaijan,Italy,Philippines,0.0,2.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Azerbaijan,Italy,Philippines,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Azerbaijan,Italy,Thailand,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Bangladesh,Malaysia,Unknown,0.0,100.0,LIVE,3,1,1,0.0,4.61512051684126
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Bahrain,France,Philippines,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Bahrain,France,Thailand,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Saint Barthelemy,Italy,Thailand,0.0,13.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.639057329615259
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Brunei,France,Malaysia,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Brazil,France,Thailand,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Republic of the Congo,Italy,Philippines,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,Germany,Thailand,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,France,Malaysia,0.0,1.0,SKINS,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,France,Philippines,0.0,7.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.079441541679836
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,France,Thailand,0.0,7.0,CARVINGS,3,1,0,0.0,2.079441541679836
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,France,Thailand,0.0,4.0,GARMENTS,3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,France,Thailand,0.0,1.5,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.9162907318741552
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,France,Thailand,0.0,168.16,LEATHER PRODUCTS (SMALL),3,1,0,0.0,5.130845012604288
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,France,Thailand,0.0,5.0,SKINS,3,1,0,0.0,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,United Kingdom,Australia,0.0,10.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.3978952727983707
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Switzerland,Italy,Philippines,0.0,13.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.639057329615259
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,France,Malaysia,0.0,4.0,SKINS,3,1,0,0.0,1.6094379124341005
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,France,Philippines,3.0,0.0,LEATHER PRODUCTS (LARGE),3,1,0,1.3862943611198906,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,France,Philippines,333.0,100.0,LEATHER PRODUCTS (SMALL),3,1,0,5.8111409929767,4.61512051684126
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,France,Thailand,0.0,3.0,CARVINGS,3,1,0,0.0,1.3862943611198906
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,France,Thailand,1.0,0.33,GARMENTS,3,1,0,0.6931471805599453,0.2851789422336624
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,France,Thailand,17.0,0.0,LEATHER PRODUCTS (LARGE),3,1,0,2.8903717578961645,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,France,Thailand,572.0,494.0,LEATHER PRODUCTS (SMALL),3,1,0,6.35088571671474,6.20455776256869
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,France,Thailand,0.0,33.0,SKINS,3,1,0,0.0,3.5263605246161616
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Italy,Australia,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Italy,Malaysia,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Italy,Philippines,6.0,0.0,JEWELLERY,3,1,0,1.9459101490553128,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Italy,Philippines,4.0,0.0,LEATHER PRODUCTS (LARGE),3,1,0,1.6094379124341005,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Italy,Philippines,5.0,28.0,LEATHER PRODUCTS (SMALL),3,1,0,1.791759469228055,3.367295829986474
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Italy,Singapore,0.0,11.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.4849066497880004
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Italy,Zimbabwe,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Malaysia,Unknown,0.0,1.0,BODIES,2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Malaysia,Unknown,0.0,1.0,BODIES,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Malaysia,Unknown,1250.0,1250.0,LIVE,3,1,1,7.131698510466912,7.131698510466912
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Singapore,Malaysia,5.0,5.0,SKINS,3,1,0,1.791759469228055,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Singapore,Philippines,5.0,0.0,SKINS,1,1,0,1.791759469228055,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Singapore,Philippines,0.0,5.0,SKINS,3,1,0,0.0,1.791759469228055
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Singapore,Thailand,72.0,72.0,SKINS,3,1,0,4.290459441148391,4.290459441148391
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Singapore,Unknown,2324.0,5224.0,SKINS,3,1,0,7.751475318021456,8.561210076833012
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,China,Thailand,Unknown,1300.0,0.0,SKINS,3,1,0,7.170888478512505,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Germany,Malaysia,Unknown,0.0,2.0,SKINS,3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Germany,Malaysia,Unknown,2.0,0.0,TAILS,2,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,United Arab Emirates,Thailand,3.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.3862943611198906,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Canada,Unknown,1.0,0.0,LEATHER PRODUCTS (SMALL),2,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Switzerland,Australia,7.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,2.079441541679836,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Switzerland,Thailand,2.0,0.0,GARMENTS,3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Switzerland,Thailand,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,China,Philippines,1.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,China,Thailand,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,China,Thailand,6.0,8.0,LEATHER PRODUCTS (SMALL),3,1,0,1.9459101490553128,2.19722457733622
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Hong Kong,Thailand,0.0,2.0,SKINS,3,1,0,0.0,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,South Korea,Philippines,1.0,0.0,GARMENTS,3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,South Korea,Thailand,1.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Monaco,Unknown,7.0,15.0,LEATHER PRODUCTS (SMALL),3,1,0,2.079441541679836,2.772588722239781
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Macao,Thailand,1.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Malaysia,Unknown,13.0,13.0,SKINS,3,1,0,2.639057329615259,2.639057329615259
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Singapore,Malaysia,2327.0,2327.0,SKINS,3,1,0,7.752764808851328,7.752764808851328
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Singapore,Philippines,0.0,45.0,BODIES,3,1,0,0.0,3.828641396489095
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Singapore,Philippines,1110.0,1065.0,SKIN PIECES,3,1,0,7.01301578963963,6.97166860472579
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Singapore,Unknown,2.0,0.0,LEATHER PRODUCTS (SMALL),2,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Singapore,Unknown,515.0,515.0,SKINS,3,1,0,6.246106765481563,6.246106765481563
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Thailand,Unknown,7486.0,0.0,SKINS,3,1,0,8.920923462230686,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,France,Turkey,Thailand,1.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Kingdom,Malaysia,Unknown,0.0,1.0,SKULLS,2,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,United Kingdom,Singapore,Philippines,0.0,1.0,CARVINGS,3,1,0,0.0,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Switzerland,Thailand,3.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.3862943611198906,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,France,Malaysia,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,France,Malaysia,1.0,0.0,SKINS,3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,France,Philippines,1.0,0.0,LEATHER PRODUCTS (LARGE),3,1,0,0.6931471805599453,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,France,Philippines,42.0,25.0,LEATHER PRODUCTS (SMALL),3,1,0,3.7612001156935615,3.258096538021482
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,France,Thailand,370.0,184.0,LEATHER PRODUCTS (SMALL),3,1,0,5.916202062607435,5.220355825078325
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,France,Thailand,40.0,2.0,SKINS,3,1,0,3.713572066704308,1.0986122886681096
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,France,Unknown,1.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.6931471805599453
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Italy,Malaysia,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Italy,Philippines,14.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,2.70805020110221,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Italy,Singapore,2.0,0.0,JEWELLERY,3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Italy,Singapore,9.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,2.302585092994046,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Italy,Zimbabwe,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Malaysia,Unknown,35.4,0.0,BODIES,3,1,0,3.594568774642695,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Malaysia,Unknown,49.0,60.0,BONES,3,1,0,3.912023005428146,4.110873864173311
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Malaysia,Unknown,0.0,15.0,MEAT,2,1,0,0.0,2.772588722239781
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Malaysia,Unknown,1449.0,1690.0,MEAT,3,1,0,7.27931883541462,7.43307534889858
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Malaysia,Unknown,95.5,0.0,SKINS,3,1,0,4.56954300834494,0.0
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Malaysia,Unknown,0.0,90.0,SKINS,3,1,0,0.0,4.51085950651685
2016,3.0,Crocodylus Porosus,Crocodylia,Crocodylidae,Crocodylus,Hong Kong,Singapore,Malaysia,22.0,22.0,SKINS,3,1,0,3.1354942159291497,3.1354942159291497
