Year,App.,Taxon,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Purpose,Source,is_live,import_qty_log,export_qty_log
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Mozambique,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Soviet Union (obsolete),23.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,3.1780538303479458,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,South Africa,0.0,1.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,South Africa,0.0,5.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.791759469228055
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,South Africa,90.0,248.0,LEATHER PRODUCTS (SMALL),3,1,0,4.51085950651685,5.517452896464707
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zambia,0.0,1.0,GARMENTS,3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zambia,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zambia,42.0,89.0,LEATHER PRODUCTS (SMALL),3,1,0,3.7612001156935615,4.499809670330265
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,0.0,3.0,GARMENTS,3,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,0.0,12.0,GARMENTS,3,1,0,0.0,2.5649493574615367
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,0.0,4.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,0.0,16.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.833213344056216
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,0.0,17.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.8903717578961645
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,32.0,74.0,LEATHER PRODUCTS (SMALL),3,1,0,3.49650756146648,4.31748811353631
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Italy,Zimbabwe,86.0,81.0,LEATHER PRODUCTS (SMALL),3,1,0,4.465908118654584,4.406719247264253
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Kuwait,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Kuwait,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Monaco,Zimbabwe,0.0,2.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Monaco,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Netherlands,South Africa,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Singapore,South Africa,0.0,28.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.367295829986474
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,Singapore,Zimbabwe,0.0,43.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.784189633918261
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,United States,South Africa,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Qatar,United States,Zimbabwe,0.0,4.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Romania,Switzerland,Zimbabwe,2.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Romania,Zimbabwe,Unknown,0.0,1.0,SKINS,3,3,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Romania,Zimbabwe,Unknown,1.0,0.0,TROPHIES,3,3,0,0.6931471805599453,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Serbia,Switzerland,Zimbabwe,14.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,2.70805020110221,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Serbia,Hungary,Unknown,0.0,1.0,LIVE,1,1,1,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Serbia,Italy,South Africa,36.0,21.0,GARMENTS,3,1,0,3.610917912644224,3.091042453358316
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Serbia,Italy,South Africa,3.0,0.0,GARMENTS,3,3,0,1.3862943611198906,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Serbia,Italy,Zambia,3.0,0.0,GARMENTS,3,1,0,1.3862943611198906,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Serbia,Italy,Zimbabwe,1.0,0.0,GARMENTS,3,1,0,0.6931471805599453,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Serbia,Italy,Zimbabwe,0.0,2.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Austria,South Africa,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Czech Republic,Australia,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Czech Republic,Mozambique,0.0,55.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,4.02535169073515
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Czech Republic,South Africa,0.0,102.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,4.634728988229636
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Czech Republic,Zimbabwe,0.0,171.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,5.147494476813453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Germany,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Estonia,Singapore,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Spain,South Africa,0.0,150.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,5.017279836814924
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Spain,Zimbabwe,0.0,78.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,4.3694478524670215
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Tanzania,0.0,1.0,SKINS,2,3,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Tanzania,0.0,2.0,TROPHIES,3,3,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,South Africa,0.0,8.0,GARMENTS,3,1,0,0.0,2.19722457733622
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,South Africa,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,South Africa,0.0,109.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,4.700480365792417
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Zambia,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Zambia,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Zimbabwe,0.0,1.0,GARMENTS,3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Zimbabwe,0.0,4.0,GARMENTS,3,1,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Zimbabwe,0.0,11.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,2.4849066497880004
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Zimbabwe,0.0,65.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,4.189654742026425
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Zimbabwe,0.0,211.5,LEATHER PRODUCTS (SMALL),3,1,0,0.0,5.358941988364472
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,France,Zimbabwe,0.0,28.0,SKIN PIECES,3,1,0,0.0,3.367295829986474
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Australia,0.0,26.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.295836866004329
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Madagascar,0.0,12.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.5649493574615367
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Malawi,0.0,83.0,LEATHER PRODUCTS (LARGE),3,3,0,0.0,4.430816798843313
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Malawi,0.0,1.0,LEATHER PRODUCTS (SMALL),2,3,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Malawi,0.0,8.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.19722457733622
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Malawi,0.0,33.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,3.5263605246161616
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Mozambique,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Mozambique,0.0,5.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.791759469228055
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Mozambique,0.0,16.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.833213344056216
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Unknown,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Saudi Arabia,0.0,2.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Tanzania,0.0,1.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Venezuela,0.0,1.0,LEATHER PRODUCTS (SMALL),2,3,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,South Africa,0.0,1.0,GARMENTS,2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,South Africa,0.0,251.0,GARMENTS,3,1,0,0.0,5.529429087511423
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,South Africa,0.0,1.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,South Africa,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,South Africa,0.0,32.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,3.49650756146648
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,South Africa,0.0,2577.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,7.8547691834991324
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,South Africa,0.0,28.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.367295829986474
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,South Africa,0.0,170.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,5.14166355650266
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zambia,0.0,3.0,GARMENTS,2,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zambia,0.0,43.0,GARMENTS,3,1,0,0.0,3.784189633918261
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zambia,0.0,1.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zambia,0.0,2.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zambia,0.0,2.0,LEATHER PRODUCTS (LARGE),3,3,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zambia,0.0,4.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zambia,0.0,1509.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,7.31986492980897
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,6.0,GARMENTS,2,1,0,0.0,1.9459101490553128
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,3.0,GARMENTS,2,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,27.0,GARMENTS,3,1,0,0.0,3.332204510175204
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,463.0,GARMENTS,3,1,0,0.0,6.139884552226255
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,2.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,2.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,76.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,4.343805421853684
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,3.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,31.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,3.4657359027997265
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,34.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,3.555348061489413
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,1.0,LEATHER PRODUCTS (SMALL),2,3,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,1727.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,7.454719949364001
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,3094.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,8.037543185118697
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Italy,Zimbabwe,0.0,2.0,SKINS,3,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Monaco,Zimbabwe,0.0,17.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.8903717578961645
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Monaco,Zimbabwe,0.0,11.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.4849066497880004
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Netherlands,South Africa,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Netherlands,Zimbabwe,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Singapore,Zambia,0.0,204.0,SKINS,3,1,0,0.0,5.3230099791384085
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Singapore,Zimbabwe,0.0,9.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.302585092994046
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Singapore,Zimbabwe,0.0,314.0,SKINS,3,1,0,0.0,5.752572638825633
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Turkey,Malawi,0.0,9.0,GARMENTS,3,1,0,0.0,2.302585092994046
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Turkey,South Africa,0.0,1.0,GARMENTS,3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Turkey,Zimbabwe,0.0,1.0,GARMENTS,3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Zambia,Unknown,0.0,2.0,TROPHIES,3,3,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Russia,Zimbabwe,Unknown,0.0,4.0,SKINS,3,3,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,France,South Africa,0.0,6.5,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.0149030205422647
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,France,Zimbabwe,0.0,8.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.19722457733622
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,France,Zimbabwe,0.0,5.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.791759469228055
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,United Kingdom,South Africa,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,United Kingdom,Zimbabwe,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Israel,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Mozambique,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Saudi Arabia,0.0,2.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,South Africa,0.0,1.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,South Africa,0.0,2.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,South Africa,0.0,20.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.044522437723423
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Zambia,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Zambia,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Zimbabwe,0.0,2.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,1.0986122886681096
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Zimbabwe,0.0,3.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Zimbabwe,0.0,19.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.995732273553991
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Zimbabwe,0.0,16.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.833213344056216
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Zimbabwe,0.0,84.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,4.442651256490317
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Italy,Zimbabwe,0.0,173.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,5.159055299214529
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Monaco,Zimbabwe,0.0,3.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Monaco,Zimbabwe,0.0,3.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.3862943611198906
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Singapore,South Africa,0.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.6094379124341005
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Saudi Arabia,Singapore,Zimbabwe,0.0,9.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.302585092994046
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Sweden,South Africa,Unknown,1.0,0.0,BODIES,3,3,0,0.6931471805599453,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Sweden,South Africa,Unknown,1.0,0.0,SKINS,3,3,0,0.6931471805599453,0.0
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Sweden,Zambia,Unknown,0.0,1.0,SKINS,3,3,0,0.0,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Sweden,Zambia,Unknown,1.0,1.0,SKULLS,3,3,0,0.6931471805599453,0.6931471805599453
2016,2.0,Crocodylus Niloticus,Crocodylia,Crocodylidae,Crocodylus,Sweden,Zimbabwe,Unknown,1.0,1.0,TROPHIES,3,3,0,0.6931471805599453,0.6931471805599453
